category,group,name,name,default,shortDesc,longDesc,type,max,min,units,decimalPlaces,values,rebootRequired,bitmask,volatile,increment
System,Sensor Calibration,CAL_BARO2_ID,CAL_BARO2_ID,0,Barometer 2 calibration device ID,Device ID of the barometer this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_BARO2_OFF,CAL_BARO2_OFF,0,Barometer 2 offset,,Float,,,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_BARO2_PRIO,CAL_BARO2_PRIO,-1,Barometer 2 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_BARO3_ID,CAL_BARO3_ID,0,Barometer 3 calibration device ID,Device ID of the barometer this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_BARO3_OFF,CAL_BARO3_OFF,0,Barometer 3 offset,,Float,,,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_BARO3_PRIO,CAL_BARO3_PRIO,-1,Barometer 3 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO0_ID,CAL_GYRO0_ID,0,Gyroscope 0 calibration device ID,Device ID of the gyroscope this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO0_PRIO,CAL_GYRO0_PRIO,-1,Gyroscope 0 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO0_ROT,CAL_GYRO0_ROT,-1,Gyroscope 0 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO0_XOFF,CAL_GYRO0_XOFF,0,Gyroscope 0 X-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO0_YOFF,CAL_GYRO0_YOFF,0,Gyroscope 0 Y-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO0_ZOFF,CAL_GYRO0_ZOFF,0,Gyroscope 0 Z-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO1_ID,CAL_GYRO1_ID,0,Gyroscope 1 calibration device ID,Device ID of the gyroscope this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO1_PRIO,CAL_GYRO1_PRIO,-1,Gyroscope 1 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO1_ROT,CAL_GYRO1_ROT,-1,Gyroscope 1 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO1_XOFF,CAL_GYRO1_XOFF,0,Gyroscope 1 X-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO1_YOFF,CAL_GYRO1_YOFF,0,Gyroscope 1 Y-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO1_ZOFF,CAL_GYRO1_ZOFF,0,Gyroscope 1 Z-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO2_ID,CAL_GYRO2_ID,0,Gyroscope 2 calibration device ID,Device ID of the gyroscope this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO2_PRIO,CAL_GYRO2_PRIO,-1,Gyroscope 2 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO2_ROT,CAL_GYRO2_ROT,-1,Gyroscope 2 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO2_XOFF,CAL_GYRO2_XOFF,0,Gyroscope 2 X-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO2_YOFF,CAL_GYRO2_YOFF,0,Gyroscope 2 Y-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO2_ZOFF,CAL_GYRO2_ZOFF,0,Gyroscope 2 Z-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO3_ID,CAL_GYRO3_ID,0,Gyroscope 3 calibration device ID,Device ID of the gyroscope this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO3_PRIO,CAL_GYRO3_PRIO,-1,Gyroscope 3 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO3_ROT,CAL_GYRO3_ROT,-1,Gyroscope 3 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_GYRO3_XOFF,CAL_GYRO3_XOFF,0,Gyroscope 3 X-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO3_YOFF,CAL_GYRO3_YOFF,0,Gyroscope 3 Y-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_GYRO3_ZOFF,CAL_GYRO3_ZOFF,0,Gyroscope 3 Z-axis offset,,Float,,,rad/s,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_MAG0_ID,CAL_MAG0_ID,0,Magnetometer 0 calibration device ID,Device ID of the magnetometer this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_MAG0_PITCH,CAL_MAG0_PITCH,0,Magnetometer 0 Custom Euler Pitch Angle,"Setting this parameter changes CAL_MAG0_ROT to ""Custom Euler Angle""",Float,180,-180,deg,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_MAG0_PRIO,CAL_MAG0_PRIO,-1,Magnetometer 0 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_MAG0_ROLL,CAL_MAG0_ROLL,0,Magnetometer 0 Custom Euler Roll Angle,"Setting this parameter changes CAL_MAG0_ROT to ""Custom Euler Angle""",Float,180,-180,deg,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_MAG0_ROT,CAL_MAG0_ROT,-1,Magnetometer 0 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Set to ""Custom Euler Angle"" to define the rotation using CAL_MAG0_ROLL, CAL_MAG0_PITCH and CAL_MAG0_YAW.",Int32,100,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}, {'description': 'Custom Euler Angle', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_MAG0_XCOMP,CAL_MAG0_XCOMP,0,Magnetometer 0 X Axis throttle compensation,Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],Float,,,,3,,FALSE,,TRUE,
